0	0.000037	0.000037
100	0.000010	0.000010
200	0.000003	0.000003
300	0.000002	0.000002
400	0.000001	0.000001
500	0.000001	0.000001
0	0.000463	0.000003
100	0.000249	0.000001
200	0.001108	0.000001
300	0.003188	0.000001
400	0.016407	0.000006
500	0.072583	0.000021
600	0.299016	0.000070
700	0.594829	0.000253
800	0.695401	0.000456
900	0.675218	0.000373
1000	0.605250	0.000559
1100	0.577846	0.000633
1200	0.498705	0.001478
1300	0.426825	0.002224
1400	0.513108	0.002583
1500	0.513686	0.000447
1600	0.469528	0.002129
1700	0.516779	0.001003
1800	0.466733	0.002715
1900	0.555597	0.001382
2000	0.570671	0.001925
2100	0.584264	0.000842
2200	0.620624	0.004481
2300	0.523588	0.002534
2400	0.539554	0.002345
2500	0.521709	0.004372
2600	0.560131	0.000739
2700	0.471640	0.000887
2800	0.563229	0.002085
2900	0.557025	0.002789
3000	0.530997	0.001510
3100	0.601553	0.002762
3200	0.461716	0.002339
3300	0.532057	0.002256
3400	0.520569	0.003040
3500	0.512347	0.002593
3600	0.540630	0.001716
3700	0.511233	0.002713
3800	0.487277	0.002741
3900	0.483171	0.003043
4000	0.472248	0.001676
4100	0.462526	0.001885
4200	0.449378	0.003465
4300	0.441075	0.004486
4400	0.444686	0.004643
4500	0.468151	0.007147
4600	0.437166	0.002939
4700	0.501899	0.008798
4800	0.497362	0.009293
4900	0.463532	0.007672
5000	0.426122	0.006779
5100	0.467814	0.014188
5200	0.478394	0.014841
5300	0.432426	0.015027
5400	0.481947	0.018285
5500	0.428295	0.009491
5600	0.450667	0.025480
5700	0.442046	0.022058
5800	0.428812	0.022614
5900	0.395884	0.022534
6000	0.405645	0.024439
6100	0.386999	0.028515
6200	0.385592	0.047224
6300	0.430862	0.037178
6400	0.405211	0.045213
6500	0.427477	0.037787
6600	0.455625	0.041387
6700	0.385221	0.051536
6800	0.429325	0.048692
6900	0.390100	0.059514
7000	0.376752	0.055011
7100	0.381742	0.065566
7200	0.403787	0.044296
7300	0.427921	0.056583
7400	0.404447	0.059915
7500	0.416943	0.080197
7600	0.335096	0.052171
7700	0.390824	0.060967
7800	0.373427	0.061008
7900	0.380747	0.063156
8000	0.418745	0.057907
8100	0.339662	0.049232
8200	0.361406	0.062216
8300	0.368000	0.070738
8400	0.373663	0.079427
8500	0.399942	0.064546
8600	0.372407	0.093328
8700	0.356253	0.080956
8800	0.326073	0.080685
8900	0.356467	0.072074
9000	0.325861	0.072170
9100	0.347978	0.068504
9200	0.334215	0.083562
9300	0.370391	0.077808
9400	0.341353	0.093969
9500	0.368534	0.072142
9600	0.353859	0.069466
9700	0.333687	0.083925
9800	0.360751	0.081489
9900	0.394646	0.063110
10000	0.310205	0.096803
10100	0.331850	0.081304
10200	0.311340	0.076704
10300	0.359185	0.117658
10400	0.363348	0.075496
10500	0.332523	0.074258
10600	0.318835	0.107405
10700	0.376795	0.078067
10800	0.344820	0.116375
10900	0.351387	0.066380
11000	0.315834	0.070423
11100	0.345310	0.099918
11200	0.405817	0.100933
11300	0.364981	0.075808
11400	0.350841	0.077544
11500	0.300100	0.075119
11600	0.323387	0.094777
11700	0.354453	0.090630
11800	0.317560	0.099573
11900	0.362379	0.077981
12000	0.342048	0.114475
12100	0.363566	0.098334
12200	0.300147	0.092607
12300	0.309742	0.096051
12400	0.362741	0.085404
12500	0.329797	0.084220
12600	0.298203	0.078944
12700	0.340916	0.104272
12800	0.330794	0.083921
12900	0.318468	0.101757
13000	0.344858	0.096694
13100	0.318972	0.109358
13200	0.332555	0.101804
13300	0.325439	0.093572
13400	0.342305	0.109772
13500	0.327417	0.106585
13600	0.333451	0.105152
13700	0.350022	0.082818
13800	0.367157	0.107742
13900	0.334166	0.096376
14000	0.310209	0.079328
14100	0.300136	0.092664
14200	0.315698	0.086874
14300	0.317980	0.091594
14400	0.324443	0.108944
14500	0.290527	0.110025
14600	0.337783	0.098900
14700	0.372125	0.105969
14800	0.323208	0.110184
14900	0.314546	0.095851
15000	0.324589	0.110674
15100	0.326347	0.107374
15200	0.331623	0.083097
15300	0.294448	0.118047
15400	0.348299	0.101598
15500	0.284553	0.104362
15600	0.325335	0.092366
15700	0.320080	0.108391
15800	0.296583	0.121013
15900	0.325558	0.117812
16000	0.305763	0.076536
16100	0.312354	0.090171
16200	0.302149	0.094123
16300	0.325633	0.110774
16400	0.297694	0.109043
16500	0.313557	0.082506
16600	0.283840	0.117743
16700	0.308511	0.101652
16800	0.302326	0.109132
16900	0.313351	0.103470
17000	0.288037	0.116917
17100	0.296126	0.119613
17200	0.304029	0.116171
17300	0.322349	0.117992
17400	0.287597	0.083549
17500	0.303864	0.087334
17600	0.299115	0.085111
17700	0.288526	0.105780
17800	0.297722	0.109887
17900	0.260466	0.091048
18000	0.317393	0.122996
18100	0.330502	0.105140
18200	0.288456	0.113937
18300	0.284346	0.111003
18400	0.302273	0.067540
18500	0.330463	0.094008
18600	0.316673	0.116671
18700	0.280689	0.106174
18800	0.309265	0.085310
18900	0.341417	0.115809
19000	0.306826	0.119241
19100	0.337479	0.109413
19200	0.293156	0.102061
19300	0.302354	0.124875
19400	0.284498	0.109843
19500	0.304186	0.109334
19600	0.321183	0.125820
19700	0.306046	0.111782
19800	0.301546	0.114518
19900	0.291742	0.104849
20000	0.284703	0.113141
20100	0.303311	0.112702
20200	0.298966	0.123797
20300	0.306024	0.116353
20400	0.324077	0.113903
20500	0.302599	0.109740
20600	0.297463	0.123197
20700	0.293922	0.114115
20800	0.294168	0.108521
20900	0.301458	0.124788
21000	0.288575	0.117606
21100	0.314906	0.119510
21200	0.303785	0.116555
21300	0.298591	0.116361
21400	0.294574	0.125221
21500	0.287363	0.122989
21600	0.297572	0.119520
21700	0.281530	0.124034
21800	0.331419	0.115462
21900	0.281802	0.109225
22000	0.305461	0.126210
22100	0.279846	0.130342
22200	0.290020	0.124179
22300	0.300179	0.122061
22400	0.318687	0.131541
22500	0.279597	0.119458
22600	0.295705	0.123409
22700	0.296595	0.127394
22800	0.279040	0.123474
22900	0.287040	0.125255
23000	0.308637	0.124209
23100	0.280353	0.115776
23200	0.313911	0.117725
23300	0.300214	0.119094
23400	0.288444	0.117001
23500	0.277948	0.115017
23600	0.295361	0.112853
23700	0.304411	0.122823
23800	0.290701	0.118412
23900	0.298949	0.120035
24000	0.285794	0.128530
24100	0.288706	0.124727
24200	0.282256	0.129810
24300	0.283838	0.106292
24400	0.286317	0.128489
24500	0.280370	0.122489
24600	0.268287	0.119218
24700	0.296147	0.109841
24800	0.298064	0.123685
24900	0.295999	0.131805
25000	0.303655	0.120951
25100	0.306794	0.126761
25200	0.276772	0.114601
25300	0.267373	0.117260
25400	0.290521	0.125215
25500	0.276778	0.118321
25600	0.290247	0.121724
25700	0.260461	0.107578
25800	0.281174	0.114059
25900	0.284782	0.124033
26000	0.283112	0.110327
26100	0.289898	0.118237
26200	0.304606	0.118693
26300	0.313477	0.130117
26400	0.297614	0.116555
26500	0.297825	0.127410
26600	0.269092	0.117012
26700	0.273980	0.110972
26800	0.314864	0.121893
26900	0.297338	0.118859
27000	0.282030	0.116471
27100	0.296175	0.124303
27200	0.295721	0.128496
27300	0.284948	0.117064
27400	0.271653	0.111698
27500	0.277237	0.124934
27600	0.276327	0.110707
27700	0.306601	0.116745
27800	0.276992	0.121422
27900	0.303241	0.132760
28000	0.296858	0.126049
28100	0.279076	0.117782
28200	0.280795	0.125965
28300	0.277999	0.123800
28400	0.265269	0.112401
28500	0.274127	0.128072
28600	0.275116	0.114934
28700	0.281052	0.122233
28800	0.279908	0.117284
28900	0.298506	0.122921
29000	0.291759	0.120649
29100	0.254514	0.121814
29200	0.284538	0.111257
29300	0.295079	0.120898
29400	0.287400	0.118268
29500	0.273007	0.097107
29600	0.273071	0.113042
29700	0.279791	0.116891
29800	0.266138	0.113079
29900	0.295493	0.116494
30000	0.298149	0.117892
30100	0.299463	0.120401
30200	0.277300	0.114137
30300	0.272583	0.115244
30400	0.275092	0.116791
30500	0.270696	0.122974
30600	0.289013	0.126376
30700	0.281932	0.120295
30800	0.279178	0.131153
30900	0.269920	0.124712
31000	0.302731	0.125951
31100	0.318649	0.112545
31200	0.298248	0.127627
31300	0.293933	0.115936
31400	0.287548	0.130519
31500	0.274405	0.120479
31600	0.294766	0.121830
31700	0.275872	0.123282
31800	0.271569	0.136542
31900	0.277797	0.120280
32000	0.285286	0.108915
32100	0.280675	0.122169
32200	0.267588	0.114107
